value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.649826,,1413.895,16.21666,1835.699,296.2314,1305.242
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63861,539.5221,1409.791,16.22238,1838.231,295.3493,1303.171
,,,,,,,,,,,,,,,,,,,,,,,,,,3.135772,4.624191,539.379,1408.083,16.23001,1843.983,292.9126,1301.511
,,,,,,,,,,,,,,,,,,,,,,,,,,3.169418,4.612976,,1386.28,16.24146,1842.685,290.5116,1298.849
,,,,,,,,,,,,,,,,,,,,,,,,,,3.193449,4.609771,,1376.121,16.2529,1841.704,291.1503,1293.524
,,,,,,,,,,,,,,,,,,,,,,,,,,3.215881,,,1383.664,16.26816,1833.277,289.9201,1290.088
,,,,,,,,,,,,,,,,,,,,,,,,,,3.223892,,,1385.585,16.27579,1814.797,288.7333,1286.241
,,,,,,,,,,,,,,,,,,,,,,,,,,3.225494,4.612976,,1386.819,16.28342,1797.742,289.6857,1284.762
,,,,,,,,,,,,,,,,,,,,,,,,,,3.217483,4.627395,,1376.32,16.28151,1786.129,287.0788,1274.11
,,,,,,,,,,,,,,,,,,,,,,,,,,3.201461,4.641815,,1384.018,16.28342,1781.708,287.2365,1274.406
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,4.648223,,1378.934,16.2796,1783.312,286.1871,1266.53
,,,,,,,,,,,,,,,,,,,,,,,,,,3.193449,,,1390.655,16.27769,1788.006,286.9266,1263.867
,,,,,,,,,,,,,,,,,,,,,,,,,,3.20787,,,1371.037,16.26816,1796.966,284.2308,1260.612
,,,,,,,,,,,,,,,,,,,,,,,,,,3.231903,4.645019,,1375.98,16.27579,1798.35,284.5236,1255.286
,,,,,,,,,,,,,,,,,,,,,,,,,,3.263946,,,1370.166,16.28532,1799.128,284.0186,1252.142
,,,,,,,,,,,,,,,,,,,,,,,,,,3.297592,,,1361.678,16.29867,1800.345,282.2249,1249.182
,,,,,,,,,,,,,,,,,,,,,,,,,,3.336044,,539.2359,1357.59,,1797.091,282.2041,1253.917
,,,,,,,,,,,,,,,,,,,,,,,,,,3.3777,4.651428,,1361.87,,1778.377,280.839,1252.734
,,,,,,,,,,,,,,,,,,,,,,,,,,3.39212,4.662643,,1363.289,,1766.482,282.8056,1253.917
,,,,,,,,,,,,,,,,,,,,,,,,,,3.408142,4.678665,,1364.893,16.28914,1744.152,284.8209,1250.366
,,,,,,,,,,,,,,,,,,,,,,,,,,3.417755,4.701094,,1370.208,16.27197,1730.139,288.3764,1250.07
,,,,,,,,,,,,,,,,,,,,,,,,,,3.408142,4.718719,,1377.452,16.25862,1727.635,289.213,1251.069
,,,,,,,,,,,,,,,,,,,,,,,,,,3.39212,4.741148,539.0928,1359.535,16.24718,1740.755,290.5067,1250.477
,,,,,,,,,,,,,,,,,,,,,,,,,,3.384109,4.753967,539.2359,1358.105,16.23192,1749.428,291.6984,1250.181
,,,,,,,,,,,,,,,,,,,,,,,,,,3.385711,4.758773,539.0928,1369.676,16.22238,1763.449,292.0657,1248.812
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.760375,,1357.039,16.21284,1764.925,291.2003,1249.404
,,,,,,,,,,,,,,,,,,,,,,,,,,3.400131,4.76358,,1362.237,16.21475,1777.387,292.0758,1251.772
,,,,,,,,,,,,,,,,,,,,,,,,,,3.408142,4.766784,,1344.667,16.22047,1778.815,291.9911,1253.547
,,,,,,,,,,,,,,,,,,,,,,,,,,3.417755,4.773193,,1343.591,16.2281,1781.822,293.3184,1255.027
,,,,,,,,,,,,,,,,,,,,,,,,,,3.416152,4.784408,,1352.965,16.23764,1781.919,293.713,1253.843
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.794021,,1347.577,16.24146,1776.652,292.2634,1255.027
,,,,,,,,,,,,,,,,,,,,,,,,,,3.408142,4.805236,,1346.665,,1764.037,293.4459,1256.026
,,,,,,,,,,,,,,,,,,,,,,,,,,3.385711,4.819656,,1350.817,16.23764,1755.263,291.7743,1255.139
,,,,,,,,,,,,,,,,,,,,,,,,,,3.350463,4.829269,,1350.089,16.2281,1762.701,291.5935,1253.066
,,,,,,,,,,,,,,,,,,,,,,,,,,3.336044,4.830871,,1369.555,16.2262,1765.923,293.8445,1254.25
,,,,,,,,,,,,,,,,,,,,,,,,,,3.320022,,,1378.936,16.21857,1772.944,291.8438,1255.73
,,,,,,,,,,,,,,,,,,,,,,,,,,3.304,,,1368.679,16.21475,1785.2,293.0922,1257.802
55.9,16.0,35.0,16.0,36.0,18.0,35.2,15.0,35.0,34.0,16.0,35.0,10.0,34.0,15.0,34.0,35.0,15.0,36.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,4.82286,,1359.592,,1792.135,292.6302,1256.619
,,,,,,,,,,,,,,,,,,,,,,,,,,3.312011,4.816452,,1362.1,16.21666,1799.811,294.1621,1258.395
,,,,,,,,,,,,,,,,,,,,,,,,,,3.321624,4.808441,,1359.063,16.22238,1803.392,292.0878,1257.507
,,,,,,,,,,,,,,,,,,,,,,,,,,3.336044,4.805236,,1358.182,16.2262,1804.758,293.2087,1259.098
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359.615,16.23192,1802.753,292.8133,1259.579
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.932,16.23764,1800.398,293.7449,1258.395
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361.044,16.23955,1785.712,292.5807,1259.579
,,,,,,,,,,,,,,,,,,,,,,,,,,3.328033,4.808441,,1376.661,16.23764,1779.612,291.6537,1262.243
,,,,,,,,,,,,,,,,,,,,,,,,,,3.313612,4.810043,,1384.237,16.2281,1774.68,294.3671,1272.011
,,,,,,,,,,,,,,,,,,,,,,,,,,3.289581,,,1379.464,16.20903,1777.567,292.1209,1274.971
,,,,,,,,,,,,,,,,,,,,,,,,,,3.283172,,,1390.865,16.19568,1781.199,298.1228,1280.003
,,,,,,,,,,,,,,,,,,,,,,,,,,3.279968,4.805236,,1391.22,16.17851,1791.578,301.5035,1282.075
,,,,,,,,,,,,,,,,,,,,,,,,,,3.289581,4.795622,,1388.773,16.16898,1805.007,304.0433,1287.403
,,,,,,,,,,,,,,,,,,,,,,,,,,3.287979,4.787612,,1385.276,16.16707,1820.307,302.6434,1292.435
,,,,,,,,,,,,,,,,,,,,,,,,,,3.304,4.777999,539.2359,1385.808,,1833.018,308.1663,1293.027
,,,,,,,,,,,,,,,,,,,,,,,,,,3.328033,,,1395.956,16.16516,1831.159,307.5617,1301.315
,,,,,,,,,,,,,,,,,,,,,,,,,,3.337646,4.776397,,1384.249,16.16898,1830.641,306.382,1302.795
,,,,,,,,,,,,,,,,,,,,,,,,,,3.336044,,,1394.723,,1826.945,308.4218,1308.599
,,,,,,,,,,,,,,,,,,,,,,,,,,3.328033,4.777999,539.2359,1395.927,16.16325,1824.624,309.0648,1310.491
,,,,,,,,,,,,,,,,,,,,,,,,,,3.297592,4.78601,,1405.787,16.1499,1821.609,309.7993,1315.227
,,,,,,,,,,,,,,,,,,,,,,,,,,3.265548,4.792419,,1406.297,16.13846,1823.363,310.1195,1320.438
,,,,,,,,,,,,,,,,,,,,,,,,,,3.233504,,,1421.066,16.1232,1822.383,312.4213,1321.918
,,,,,,,,,,,,,,,,,,,,,,,,,,3.20787,,,1418.302,16.10603,1833.848,312.9034,1324.582
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,4.787612,,1414.357,16.10222,1854.844,312.1503,1319.255
,,,,,,,,,,,,,,,,,,,,,,,,,,3.183837,4.779602,539.379,1410.363,16.10413,1866.957,314.81,1319.847
,,,,,,,,,,,,,,,,,,,,,,,,,,3.20787,4.76358,,1422.713,16.10031,1877.787,312.5886,1331.982
,,,,,,,,,,,,,,,,,,,,,,,,,,3.223892,4.74916,,1415.655,16.09077,1883.264,311.8133,1336.007
,,,,,,,,,,,,,,,,,,,,,,,,,,3.231903,4.737945,,1423.863,16.09459,1877.707,314.8594,1342.518
,,,,,,,,,,,,,,,,,,,,,,,,,,3.239913,4.729934,539.6652,1419.921,16.0984,1872.731,316.2919,1337.368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.383,16.10794,1868.945,316.1402,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.231903,,,1415.761,16.11176,1857.151,318.1935,1337.96
,,,,,,,,,,,,,,,,,,,,,,,,,,3.225494,,,1426.672,16.10603,1845.726,311.881,1338.552
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,4.728332,539.8082,1427.829,16.10222,1839.887,313.4274,1337.96
,,,,,,,,,,,,,,,,,,,,,,,,,,3.169418,,,1432.702,16.0965,1841.937,309.7742,1338.138
,,,,,,,,,,,,,,,,,,,,,,,,,,3.145385,4.725128,539.9513,1442.475,16.09268,1845.335,309.4808,1337.546
,,,,,,,,,,,,,,,,,,,,,,,,,,3.129364,4.710708,,1427.897,16.08505,1853.963,309.0027,1338.907
,,,,,,,,,,,,,,,,,,,,,,,,,,3.113341,4.701094,,1432.288,16.08887,1864.933,308.4366,1338.434
,,,,,,,,,,,,,,,,,,,,,,,,,,3.121353,4.688278,540.0944,1418.876,16.09077,1874.801,309.1994,1340.09
,,,,,,,,,,,,,,,,,,,,,,,,,,3.129364,4.673858,540.2375,1418.858,16.10222,1882.284,308.8364,1340.682
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.665847,,1428.724,16.11366,1885.52,307.7845,1340.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.659439,,1433.097,16.11938,1878.909,306.915,1340.563
,,,,,,,,,,,,,,,,,,,,,,,,,,3.127761,4.654632,,1419.524,16.12701,1867.073,307.4868,1340.149
,,,,,,,,,,,,,,,,,,,,,,,,,,3.121353,,540.3806,1428.657,16.12892,1855.147,307.7322,1339.261
,,,,,,,,,,,,,,,,,,,,,,,,,,3.095718,4.65303,,1446.329,16.12701,1841.575,304.6411,1338.67
,,,,,,,,,,,,,,,,,,,,,,,,,,3.066879,,540.5237,1440.296,16.12511,1836.707,307.8817,1338.847
,,,,,,,,,,,,,,,,,,,,,,,,,,3.041244,4.649826,,1428.82,16.11938,1838.036,307.2268,1338.255
,,,,,,,,,,,,,,,,,,,,,,,,,,3.025222,4.63861,,1429.115,16.11176,1840.381,307.1552,1337.96
,,,,,,,,,,,,,,,,,,,,,,,,,,3.009201,4.625793,,1430.64,16.10413,1847.33,308.5757,1336.658
,,,,,,,,,,,,,,,,,,,,,,,,,,3.017211,4.609771,540.6667,1423.863,16.10222,1851.891,306.6147,1337.25
,,,,,,,,,,,,,,,,,,,,,,,,,,3.033232,4.592147,,1421.825,,1861.076,307.3182,1336.067
,,,,,,,,,,,,,,,,,,,,,,,,,,3.063674,4.57933,,1421.151,16.10985,1866.22,307.8829,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.089309,4.568115,540.8098,1418.575,16.11176,1867.595,307.0073,1335.061
,,,,,,,,,,,,,,,,,,,,,,,,,,3.113341,,,1415.171,16.11938,1867.7,306.5333,1334.47
,,,,,,,,,,,,,,,,,,,,,,,,,,3.129364,,540.9529,1416.201,16.12701,1863.161,306.7715,1335.357
,,,,,,,,,,,,,,,,,,,,,,,,,,3.135772,,,1415.686,16.13464,1851.812,306.576,1333.465
,,,,,,,,,,,,,,,,,,,,,,,,,,3.127761,4.577728,,1423.349,16.13083,1834.986,306.8636,1334.943
,,,,,,,,,,,,,,,,,,,,,,,,,,3.11174,4.587341,,1423.003,16.13274,1827.759,306.5482,1333.465
,,,,,,,,,,,,,,,,,,,,,,,,,,3.081298,4.595351,,1423.676,16.12892,1825.536,307.8685,1333.347
,,,,,,,,,,,,,,,,,,,,,,,,,,3.065277,,,1426.558,16.1232,1829.71,306.3012,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.057266,,,1426.524,16.12129,1836.763,306.915,1333.051
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.592147,541.096,1419.083,16.11748,1844.32,307.428,1332.46
,,,,,,,,,,,,,,,,,,,,,,,,,,3.079696,4.580931,,1423.485,16.11938,1847.521,306.5421,1332.342
,,,,,,,,,,,,,,,,,,,,,,,,,,3.089309,4.576126,,1421.62,16.12511,1855.516,304.9223,1332.637
,,,,,,,,,,,,,,,,,,,,,,,,,,3.121353,4.569717,,1421.63,16.13464,1857.221,308.4261,1331.928
,,,,,,,,,,,,,,,,,,,,,,,,,,3.151794,4.571319,541.2391,1417.716,16.13846,1858.488,306.5181,1332.815
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,4.569717,541.096,1410.704,16.14418,1852.933,306.7389,1331.219
,,,,,,,,,,,,,,,,,,,,,,,,,,3.191848,4.577728,,1422.467,16.13846,1840.902,306.5958,1332.993
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,4.587341,,1422.13,16.13464,1827.926,307.9718,1332.106
,,,,,,,,,,,,,,,,,,,,,,,,,,3.159805,4.596954,,1426.524,16.12701,1828.433,307.2348,1330.215
,,,,,,,,,,,,,,,,,,,,,,,,,,3.129364,4.608169,,1430.739,16.12129,1825.334,305.9544,1329.919
,,,,,,,,,,,,,,,,,,,,,,,,,,3.114944,4.609771,,1429.206,16.10985,1830.875,307.4198,1329.328
,,,,,,,,,,,,,,,,,,,,,,,,,,3.087707,,,1427.838,16.09268,1836.605,306.4653,1328.146
,,,,,,,,,,,,,,,,,,,,,,,,,,3.081298,4.606567,,1428.186,16.08315,1845.773,307.6694,1329.033
,,,,,,,,,,,,,,,,,,,,,,,,,,3.089309,4.598556,,1418.033,16.08124,1851.733,308.3132,1329.211
,,,,,,,,,,,,,,,,,,,,,,,,,,3.105331,4.590545,,1404.299,,1855.467,307.996,1329.802
,,,,,,,,,,,,,,,,,,,,,,,,,,3.11975,4.582534,541.2391,1400.879,16.08696,1855.632,306.9843,1331.871
,,,,,,,,,,,,,,,,,,,,,,,,,,3.137374,4.580931,541.096,1405.356,16.08124,1856.75,308.7158,1333.053
,,,,,,,,,,,,,,,,,,,,,,,,,,3.161407,,,1405.706,16.08696,1853.851,307.6647,1331.162
,,,,,,,,,,,,,,,,,,,,,,,,,,3.167816,,,1409.654,,1840.67,308.0525,1331.753
,,,,,,,,,,,,,,,,,,,,,,,,,,3.169418,4.587341,,1410.847,16.08887,1823.501,307.9827,1328.798
,,,,,,,,,,,,,,,,,,,,,,,,,,3.161407,4.59375,,1411.183,,1820.067,306.6874,1328.207
,,,,,,,,,,,,,,,,,,,,,,,,,,3.143783,4.596954,,1423.957,16.07933,1822.033,306.2111,1327.616
,,,,,,,,,,,,,,,,,,,,,,,,,,3.129364,,540.9529,1419.356,16.07361,1823.524,309.2857,1327.32
,,,,,,,,,,,,,,,,,,,,,,,,,,3.121353,,541.096,1421.561,16.06026,1827.24,310.7248,1328.09
,,,,,,,,,,,,,,,,,,,,,,,,,,3.113341,4.595351,540.9529,1430.706,16.045,1839.675,308.7898,1328.385
,,,,,,,,,,,,,,,,,,,,,,,,,,3.121353,4.588943,,1424.793,16.04309,1847.864,309.0992,1327.498
,,,,,,,,,,,,,,,,,,,,,,,,,,3.137374,4.584136,541.096,1417.476,16.04118,1853.666,308.85,1328.09
,,,,,,,,,,,,,,,,,,,,,,,,,,3.153395,4.582534,540.9529,1419.016,16.045,1856.075,310.9398,1328.385
,,,,,,,,,,,,,,,,,,,,,,,,,,3.169418,,,1413.044,16.0469,1856.56,310.2397,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.175827,4.584136,,1401.708,,1855.318,308.4858,1328.563
,,,,,,,,,,,,,,,,,,,,,,,,,,3.18544,4.587341,,1409.443,,1847.504,310.9876,1328.09
,,,,,,,,,,,,,,,,,,,,,,,,,,3.177429,4.59375,,1414.567,,1833.234,310.7885,1329.154
,,,,,,,,,,,,,,,,,,,,,,,,,,3.159805,4.603363,,1415.244,16.04118,1827.817,310.0085,1327.972
,,,,,,,,,,,,,,,,,,,,,,,,,,3.137374,4.604965,,1412.506,16.02974,1827.254,309.8615,1328.268
,,,,,,,,,,,,,,,,,,,,,,,,,,3.121353,4.606567,,1428.863,16.02402,1832.823,309.6205,1335.655
,,,,,,,,,,,,,,,,,,,,,,,,,,3.105331,4.604965,,1411.468,16.00685,1839.677,310.9601,1330.927
,,,,,,,,,,,,,,,,,,,,,,,,,,3.09732,4.603363,,1415.228,16.00494,1847.406,310.3623,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.105331,4.59375,540.8098,1414.033,,1851.806,310.1818,1333.882
,,,,,,,,,,,,,,,,,,,,,,,,,,3.121353,4.582534,540.9529,1416.599,,1863.637,311.1134,1331.223
,,,,,,,,,,,,,,,,,,,,,,,,,,3.143783,4.57933,540.8098,1407.535,16.01448,1870.04,311.518,1329.745
55.9,16.0,35.0,16.0,36.0,18.0,35.2,15.0,35.0,34.0,16.0,35.0,10.0,34.0,15.0,34.0,35.0,15.0,36.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,3.169418,,540.9529,1410.792,,1868.915,311.5494,1330.041
,,,,,,,,,,,,,,,,,,,,,,,,,,3.175827,,,1409.073,16.0183,1864.33,310.8311,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.177429,,540.8098,1417.285,16.0202,1856.69,311.9069,1332.7
,,,,,,,,,,,,,,,,,,,,,,,,,,3.167816,4.587341,540.9529,1419.313,16.01067,1841.561,310.8283,1328.268
,,,,,,,,,,,,,,,,,,,,,,,,,,3.145385,4.595351,540.8098,1420.158,,1837.502,310.3567,1326.791
,,,,,,,,,,,,,,,,,,,,,,,,,,3.114944,4.598556,540.9529,1419.134,16.00304,1834.512,313.1076,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.095718,,,1414.692,15.99922,1837.135,311.1188,1327.203
,,,,,,,,,,,,,,,,,,,,,,,,,,3.081298,,540.8098,1414.856,15.98969,1839.918,310.7235,1326.908
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.592147,540.9529,1410.584,15.98587,1855.182,310.317,1328.09
,,,,,,,,,,,,,,,,,,,,,,,,,,3.09732,4.57933,,1409.53,15.98969,1863.406,311.5187,1329.272
,,,,,,,,,,,,,,,,,,,,,,,,,,3.113341,4.569717,,1405.589,15.9935,1870.494,313.5266,1326.908
,,,,,,,,,,,,,,,,,,,,,,,,,,3.129364,4.563308,,1408.2,,1870.357,310.1039,1328.976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.096,1407.173,15.99731,1870.974,312.582,1323.953
,,,,,,,,,,,,,,,,,,,,,,,,,,3.127761,,540.9529,1396.309,16.01448,1870.735,310.9645,1311.541
,,,,,,,,,,,,,,,,,,,,,,,,,,3.129364,4.563308,,1402.533,16.03546,1863.858,305.2751,1315.678
,,,,,,,,,,,,,,,,,,,,,,,,,,3.113341,4.569717,,1396.309,16.03355,1848.302,303.1639,1311.541
,,,,,,,,,,,,,,,,,,,,,,,,,,3.089309,4.572921,,1406.655,16.04118,1840.833,299.6756,1315.974
,,,,,,,,,,,,,,,,,,,,,,,,,,3.063674,,,1408.197,16.02592,1840.541,299.1281,1316.86
,,,,,,,,,,,,,,,,,,,,,,,,,,3.041244,,540.9529,1410.933,,1839.642,300.8108,1314.792
,,,,,,,,,,,,,,,,,,,,,,,,,,3.025222,4.571319,541.096,1410.07,16.01257,1843.958,303.2143,1313.019
,,,,,,,,,,,,,,,,,,,,,,,,,,3.017211,4.558502,,1405.434,16.00685,1854.423,303.5457,1311.246
,,,,,,,,,,,,,,,,,,,,,,,,,,3.025222,4.54248,,1397.355,16.00876,1859.418,305.1997,1313.61
,,,,,,,,,,,,,,,,,,,,,,,,,,3.039642,4.531265,,1409.947,16.01639,1862.911,306.8737,1312.723
,,,,,,,,,,,,,,,,,,,,,,,,,,3.073287,4.521652,541.2391,1390.438,16.02974,1867.588,307.592,1314.085
,,,,,,,,,,,,,,,,,,,,,,,,,,3.103729,4.518447,,1402.216,16.03546,1866.48,305.6676,1320.585
,,,,,,,,,,,,,,,,,,,,,,,,,,3.129364,,,1390.996,16.04118,1859.007,307.6591,1314.085
,,,,,,,,,,,,,,,,,,,,,,,,,,3.153395,,,1400.878,16.05453,1851.947,307.5635,1320.29
,,,,,,,,,,,,,,,,,,,,,,,,,,3.151794,4.523254,,1400.003,16.05263,1837.586,308.3099,1313.378
,,,,,,,,,,,,,,,,,,,,,,,,,,3.137374,4.534469,541.3821,1405.696,16.05453,1828.875,307.242,1315.446
,,,,,,,,,,,,,,,,,,,,,,,,,,3.129364,4.545684,,1401.036,16.05072,1825.049,307.9614,1314.739
,,,,,,,,,,,,,,,,,,,,,,,,,,3.113341,4.550491,,1405.511,16.0469,1827.616,305.4756,1313.853
,,,,,,,,,,,,,,,,,,,,,,,,,,3.110137,,541.5252,1407.92,16.045,1831.311,307.2645,1311.194
,,,,,,,,,,,,,,,,,,,,,,,,,,3.113341,,,1395.498,16.04309,1843.999,308.2841,1312.08
,,,,,,,,,,,,,,,,,,,,,,,,,,3.137374,4.548889,,1392.906,16.0469,1846.18,308.0801,1311.489
,,,,,,,,,,,,,,,,,,,,,,,,,,3.167816,4.545684,,1400.726,16.05263,1854.232,309.5417,1313.853
,,,,,,,,,,,,,,,,,,,,,,,,,,3.193449,,541.6683,1402.297,16.05453,1852.615,307.1727,1311.964
,,,,,,,,,,,,,,,,,,,,,,,,,,3.217483,,,1386.663,16.07552,1857.257,305.4928,1301.034
,,,,,,,,,,,,,,,,,,,,,,,,,,3.223892,4.547287,,1398.513,16.09268,1855.862,302.5219,1306.647
,,,,,,,,,,,,,,,,,,,,,,,,,,3.217483,4.5569,,1383.727,16.0965,1845.34,298.5825,1305.646
,,,,,,,,,,,,,,,,,,,,,,,,,,3.191848,4.569717,541.8114,1390.522,16.10222,1831.707,298.907,1306.236
,,,,,,,,,,,,,,,,,,,,,,,,,,3.166214,4.584136,,1399.372,16.10794,1823.458,300.6479,1305.35
,,,,,,,,,,,,,,,,,,,,,,,,,,3.127761,4.595351,,,16.10413,1819.525,301.6469,1305.235
,,,,,,,,,,,,,,,,,,,,,,,,,,3.105331,4.596954,541.9545,1398.68,16.10603,1825.84,301.4633,1304.94
,,,,,,,,,,,,,,,,,,,,,,,,,,3.081298,,,1391.244,16.10794,1828.36,302.7197,1302.872
,,,,,,,,,,,,,,,,,,,,,,,,,,3.073287,4.59375,,1394.202,16.10603,1839.179,303.7456,1303.939
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.584136,542.0975,1392.302,16.11176,1840.967,304.3946,1303.348
,,,,,,,,,,,,,,,,,,,,,,,,,,3.081298,4.572921,,1392.146,16.11938,1846.207,304.4021,1303.939
,,,,,,,,,,,,,,,,,,,,,,,,,,3.089309,4.566513,,1379.754,16.13274,1851.336,303.248,1303.824
,,,,,,,,,,,,,,,,,,,,,,,,,,3.105331,4.56491,542.2407,1383.268,16.14418,1854.92,303.2802,1305.005
,,,,,,,,,,,,,,,,,,,,,,,,,,3.113341,,,1381.361,16.15753,1852.479,304.5623,1304.004
,,,,,,,,,,,,,,,,,,,,,,,,,,3.11174,,,1386.087,16.17088,1842.135,302.3248,1303.413
,,,,,,,,,,,,,,,,,,,,,,,,,,3.113341,4.566513,542.3837,1389.241,16.1766,1826.317,302.8063,1303.299
,,,,,,,,,,,,,,,,,,,,,,,,,,3.095718,4.569717,,1400.862,16.18042,1818.605,303.0649,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.073287,,542.5268,1401.904,,1811.687,302.9936,1302.593
,,,,,,,,,,,,,,,,,,,,,,,,,,3.057266,,,1403.448,16.18233,1816.521,302.9482,1301.412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.647,16.1766,1821.819,303.1978,1300.707
,,,,,,,,,,,,,,,,,,,,,,,,,,3.057266,4.561706,,1397.069,16.17088,1835.394,304.1437,1301.888
,,,,,,,,,,,,,,,,,,,,,,,,,,3.065277,4.548889,542.6699,1406.535,16.17279,1836.039,302.2503,1301.478
,,,,,,,,,,,,,,,,,,,,,,,,,,3.073287,4.540877,,1392.555,16.1766,1846.406,303.2989,1302.068
,,,,,,,,,,,,,,,,,,,,,,,,,,3.081298,4.532867,542.813,1396.388,16.18805,1847.043,304.0313,1302.954
,,,,,,,,,,,,,,,,,,,,,,,,,,3.09732,,,1387.021,16.20331,1839.444,302.6287,1299.003
,,,,,,,,,,,,,,,,,,,,,,,,,,3.105331,,,1392.438,16.21475,1836.555,300.9011,1300.954
,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.9561,1389.072,16.22429,1829.666,301.161,1301.544
,,,,,,,,,,,,,,,,,,,,,,,,,,3.098922,4.537673,,1388.437,16.23192,1814.122,301.8223,1300.068
,,,,,,,,,,,,,,,,,,,,,,,,,,3.079696,4.545684,,1389.479,16.23573,1803.39,301.8807,1299.954
,,,,,,,,,,,,,,,,,,,,,,,,,,3.065277,4.548889,,1396.6,16.23383,1796.565,301.5769,1299.069
,,,,,,,,,,,,,,,,,,,,,,,,,,3.057266,,543.0991,1402.487,16.23764,1796.782,301.2495,1298.774
,,,,,,,,,,,,,,,,,,,,,,,,,,3.041244,,,1398.685,,1798.496,301.1068,1300.135
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.544082,,1392.632,,1812.065,301.2974,1296.775
,,,,,,,,,,,,,,,,,,,,,,,,,,3.039642,4.537673,543.2422,1391.592,16.24146,1820.456,300.9935,1298.25
,,,,,,,,,,,,,,,,,,,,,,,,,,3.041244,4.531265,,1394.725,16.2529,1830.285,301.0083,1298.84
,,,,,,,,,,,,,,,,,,,,,,,,,,3.055664,4.526458,,1393.009,16.26816,1829.938,301.0703,1298.135
,,,,,,,,,,,,,,,,,,,,,,,,,,3.057266,4.523254,,1390.758,16.28151,1830.758,301.069,1298.906
,,,,,,,,,,,,,,,,,,,,,,,,,,3.065277,4.524856,,1389.725,16.29867,1832.057,301.6426,1296.841
,,,,,,,,,,,,,,,,,,,,,,,,,,3.073287,,543.3853,1390.25,16.30821,1830.457,300.1671,1297.726
,,,,,,,,,,,,,,,,,,,,,,,,,,3.057266,4.529663,,1390.278,16.31584,1814.605,300.5658,1294.958
,,,,,,,,,,,,,,,,,,,,,,,,,,3.041244,4.534469,,,16.31965,1802.359,298.938,
,,,,,,,,,,,,,,,,,,,,,,,,,,3.010803,,,1398.783,16.32156,1796.0,299.2437,1297.203
,,,,,,,,,,,,,,,,,,,,,,,,,,2.993178,,543.5284,1405.183,16.31965,1799.678,299.3099,1296.024
,,,,,,,,,,,,,,,,,,,,,,,,,,2.977157,,,1406.893,16.31775,1803.97,299.7022,1297.203
,,,,,,,,,,,,,,,,,,,,,,,,,,2.961135,4.526458,,1401.196,16.31012,1814.733,298.456,1296.204
,,,,,,,,,,,,,,,,,,,,,,,,,,2.969146,4.515242,,1394.614,16.31203,1820.285,301.5048,1293.731
,,,,,,,,,,,,,,,,,,,,,,,,,,2.985168,4.500823,543.6714,1401.378,16.32347,1828.035,299.1021,1294.026
,,,,,,,,,,,,,,,,,,,,,,,,,,2.993178,4.484802,543.8145,1396.364,16.32919,1832.526,297.6914,1294.321
,,,,,,,,,,,,,,,,,,,,,,,,,,3.025222,4.481597,543.6714,1391.279,16.34064,1833.762,300.3719,1293.323
,,,,,,,,,,,,,,,,,,,,,,,,,,3.039642,,543.8145,1390.476,16.36162,1837.668,298.7083,1291.848
,,,,,,,,,,,,,,,,,,,,,,,,,,3.041244,,,1386.127,16.36353,1829.513,297.7805,1294.207
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.484802,,1393.103,16.37115,1815.495,297.9256,1296.747
,,,,,,,,,,,,,,,,,,,,,,,,,,3.025222,4.492813,,1393.277,16.37497,1804.191,296.59,1293.98
