value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
,,,,,,,,,,,,,,,,,,,,,,,,,,5.652785,,,1005.832,14.32838,1669.069,239.02,945.944
,,,,,,,,,,,,,,,,,,,,,,,,,,5.680023,,543.2862,1006.82,14.32076,1660.682,239.2778,944.768
,,,,,,,,,,,,,,,,,,,,,,,,,,5.664,7.327056,,1015.205,14.32266,1657.826,239.4632,947.1201
,,,,,,,,,,,,,,,,,,,,,,,,,,5.639968,7.338272,,1013.239,14.31503,1657.32,239.8373,943.6744
,,,,,,,,,,,,,,,,,,,,,,,,,,5.598312,7.343078,,1018.635,14.32266,1658.866,238.534,943.5919
,,,,,,,,,,,,,,,,,,,,,,,,,,5.574279,7.34468,,1019.362,14.29787,1658.513,240.0009,941.2397
,,,,,,,,,,,,,,,,,,,,,,,,,,5.566268,,,1021.799,14.30359,1657.353,238.263,939.1815
,,,,,,,,,,,,,,,,,,,,,,,,,,5.575881,7.341475,,1012.489,,1672.013,239.4859,945.6501
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.335066,,1023.03,14.3055,1683.462,236.9325,947.7911
,,,,,,,,,,,,,,,,,,,,,,,,,,5.574279,7.33026,,1020.106,,1689.995,240.2323,956.9069
,,,,,,,,,,,,,,,,,,,,,,,,,,5.58229,7.323851,,1022.552,14.31694,1695.907,239.5276,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.606323,7.319045,,1013.743,14.33601,1687.621,237.5421,955.1426
,,,,,,,,,,,,,,,,,,,,,,,,,,5.622344,,,1013.987,14.33983,1669.245,238.3313,945.4387
,,,,,,,,,,,,,,,,,,,,,,,,,,5.638366,7.317442,,1013.738,14.33601,1663.88,239.3275,946.0267
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.319045,,1015.701,14.3322,1660.585,237.6137,945.2272
,,,,,,,,,,,,,,,,,,,,,,,,,,5.606323,7.323851,,1018.887,14.32838,1661.357,236.9654,946.3207
,,,,,,,,,,,,,,,,,,,,,,,,,,5.58229,,,1024.736,14.32076,1659.78,240.6268,944.0508
,,,,,,,,,,,,,,,,,,,,,,,,,,5.574279,,,1025.216,14.30359,1659.242,237.6931,945.2272
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.639,14.29596,1658.698,239.8516,948.7563
,,,,,,,,,,,,,,,,,,,,,,,,,,5.575881,7.320648,,1026.181,14.29405,1671.78,239.298,944.9332
,,,,,,,,,,,,,,,,,,,,,,,,,,5.58229,7.319045,,1025.212,14.30931,1687.648,240.1733,944.4276
,,,,,,,,,,,,,,,,,,,,,,,,,,5.598312,7.315841,,1018.142,,1692.404,238.7063,944.6392
,,,,,,,,,,,,,,,,,,,,,,,,,,5.623946,7.312636,,1015.938,14.31885,1698.637,241.744,946.7806
,,,,,,,,,,,,,,,,,,,,,,,,,,5.647978,,,1016.798,14.32648,1690.515,241.0771,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.678421,,,1014.961,,1669.766,238.292,944.7218
,,,,,,,,,,,,,,,,,,,,,,,,,,5.694442,,,1011.876,14.32838,1661.269,238.6471,942.0746
,,,,,,,,,,,,,,,,,,,,,,,,,,5.720077,7.323851,,1009.906,14.32076,1658.435,239.2984,941.4866
,,,,,,,,,,,,,,,,,,,,,,,,,,5.694442,7.333465,,1011.268,14.32838,1661.345,239.0561,945.3099
,,,,,,,,,,,,,,,,,,,,,,,,,,5.678421,7.343078,,1010.891,14.32076,1656.803,238.9861,941.1924
,,,,,,,,,,,,,,,,,,,,,,,,,,5.680023,7.35269,,1012.245,14.31885,1656.723,239.4462,944.5101
,,,,,,,,,,,,,,,,,,,,,,,,,,5.664,7.355896,,1014.213,14.30931,1662.018,238.3787,944.2159
47.9,16.0,33.0,16.0,30.0,18.0,25.1,15.0,25.0,25.0,16.0,25.0,10.0,25.0,15.0,25.0,10.0,10.0,10.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5.662399,7.359099,,1016.672,14.31694,1679.692,237.9163,943.3336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.504,14.33029,1697.488,239.064,940.3924
,,,,,,,,,,,,,,,,,,,,,,,,,,5.664,,,1009.305,14.34174,1703.571,239.5772,943.922
,,,,,,,,,,,,,,,,,,,,,,,,,,5.678421,7.360702,,1008.571,14.3589,1701.335,238.8727,945.0985
,,,,,,,,,,,,,,,,,,,,,,,,,,5.688033,,,1005.358,14.36653,1699.64,240.6006,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.694442,7.365509,,1006.104,14.37225,1682.888,238.2632,945.3925
,,,,,,,,,,,,,,,,,,,,,,,,,,5.720077,7.363905,,1008.826,14.35318,1673.654,238.2763,944.2159
,,,,,,,,,,,,,,,,,,,,,,,,,,5.688033,7.370314,,1015.232,14.35699,1666.293,236.7695,951.8635
,,,,,,,,,,,,,,,,,,,,,,,,,,5.654388,7.378326,,1014.741,14.37035,1668.277,239.5625,950.9812
,,,,,,,,,,,,,,,,,,,,,,,,,,5.622344,,,1015.965,14.36081,1667.293,238.9812,942.828
,,,,,,,,,,,,,,,,,,,,,,,,,,5.598312,7.379928,,1017.431,14.35509,1670.574,237.1289,944.2986
,,,,,,,,,,,,,,,,,,,,,,,,,,5.56787,7.375121,,1019.63,14.36081,1667.356,236.4111,941.9455
,,,,,,,,,,,,,,,,,,,,,,,,,,5.564666,7.370314,,1017.431,14.3589,1676.883,238.8439,939.5922
,,,,,,,,,,,,,,,,,,,,,,,,,,5.56787,7.360702,,1019.153,14.37035,1691.574,238.3551,952.8292
,,,,,,,,,,,,,,,,,,,,,,,,,,5.572676,7.35269,,1013.767,14.36844,1697.058,238.553,948.1228
,,,,,,,,,,,,,,,,,,,,,,,,,,5.58229,7.351089,,1018.436,14.39705,1701.1,238.3426,956.3593
,,,,,,,,,,,,,,,,,,,,,,,,,,5.606323,7.347885,,1009.586,14.40659,1691.334,238.9089,944.8871
,,,,,,,,,,,,,,,,,,,,,,,,,,5.623946,,543.4293,1009.837,14.42184,1669.146,236.8552,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.646377,7.346282,543.2862,1007.118,14.4104,1656.359,239.4694,944.5928
,,,,,,,,,,,,,,,,,,,,,,,,,,5.654388,7.347885,,1014.027,14.41803,1652.948,236.0456,945.4753
,,,,,,,,,,,,,,,,,,,,,,,,,,5.636763,7.35269,,1009.841,14.41612,1648.108,235.4532,941.063
,,,,,,,,,,,,,,,,,,,,,,,,,,5.606323,7.355896,,1016.483,14.4104,1645.695,237.1609,944.6754
,,,,,,,,,,,,,,,,,,,,,,,,,,5.599914,7.359099,,1017.946,14.39705,1651.672,234.5208,944.3812
,,,,,,,,,,,,,,,,,,,,,,,,,,5.58229,,,1015.736,14.40277,1653.898,238.0788,940.0509
,,,,,,,,,,,,,,,,,,,,,,,,,,5.575881,,,1016.47,,1663.813,235.7626,934.9673
,,,,,,,,,,,,,,,,,,,,,,,,,,5.574279,7.355896,,1021.373,,1678.37,236.6417,945.3467
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35269,,1019.42,14.41994,1683.554,237.0276,939.7567
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.349487,,1016.492,14.42757,1687.139,239.0698,951.5251
,,,,,,,,,,,,,,,,,,,,,,,,,,5.58229,7.346282,,1010.835,14.43329,1683.208,235.5231,949.4656
,,,,,,,,,,,,,,,,,,,,,,,,,,5.606323,7.343078,,1010.838,14.4352,1668.654,236.1948,945.0526
,,,,,,,,,,,,,,,,,,,,,,,,,,5.620742,7.34468,,1014.777,14.43901,1656.882,238.24,954.7615
,,,,,,,,,,,,,,,,,,,,,,,,,,5.622344,,,1009.603,14.43329,1650.217,236.3687,946.0179
,,,,,,,,,,,,,,,,,,,,,,,,,,5.607924,7.35269,,1009.601,14.43138,1652.291,234.7832,944.2524
,,,,,,,,,,,,,,,,,,,,,,,,,,5.583891,,,1021.382,14.42375,1651.646,236.7085,944.8408
,,,,,,,,,,,,,,,,,,,,,,,,,,5.564666,,,1020.888,14.41612,1650.64,236.6314,944.0409
,,,,,,,,,,,,,,,,,,,,,,,,,,5.542236,,543.1431,1016.23,,1646.749,236.1395,947.2778
,,,,,,,,,,,,,,,,,,,,,,,,,,5.534225,,,1022.838,14.39705,1655.675,236.6631,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.535827,7.347885,,1022.104,14.40086,1674.062,236.5177,951.103
,,,,,,,,,,,,,,,,,,,,,,,,,,5.527815,7.341475,,1028.678,14.40659,1685.439,237.3772,952.5745
,,,,,,,,,,,,,,,,,,,,,,,,,,5.534225,7.333465,,1017.227,14.41612,1686.082,236.8199,951.6917
,,,,,,,,,,,,,,,,,,,,,,,,,,5.542236,7.323851,543.2862,1018.697,14.42375,1683.262,235.5564,950.0092
,,,,,,,,,,,,,,,,,,,,,,,,,,5.55986,7.319045,543.1431,1016.735,14.42566,1668.225,237.0383,949.1263
,,,,,,,,,,,,,,,,,,,,,,,,,,5.575881,,,1024.793,14.42757,1653.899,237.7383,950.6812
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.977,14.4104,1648.25,236.4668,940.9688
,,,,,,,,,,,,,,,,,,,,,,,,,,5.566268,,,1015.01,14.41612,1646.965,237.5143,937.7312
,,,,,,,,,,,,,,,,,,,,,,,,,,5.543837,7.320648,543.0001,1015.497,14.40849,1644.898,235.6167,940.3801
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.177,14.37797,1644.161,236.9646,952.8249
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.681,14.36081,1644.252,236.6938,951.0588
,,,,,,,,,,,,,,,,,,,,,,,,,,5.55986,7.317442,,1030.102,14.3589,1653.588,238.5323,947.2322
,,,,,,,,,,,,,,,,,,,,,,,,,,5.58229,7.312636,,1028.649,14.36081,1668.208,238.595,948.1152
,,,,,,,,,,,,,,,,,,,,,,,,,,5.598312,7.311035,,1024.768,14.38179,1672.599,238.6739,941.7224
,,,,,,,,,,,,,,,,,,,,,,,,,,5.622344,7.30783,,1017.452,14.39323,1677.135,238.1588,942.6055
,,,,,,,,,,,,,,,,,,,,,,,,,,5.647978,7.306227,,1010.818,14.40468,1684.067,237.3168,946.1378
,,,,,,,,,,,,,,,,,,,,,,,,,,5.664,,,1010.331,14.4104,1667.568,236.4213,944.9603
,,,,,,,,,,,,,,,,,,,,,,,,,,5.694442,7.315841,,1005.134,14.41231,1651.845,236.1612,943.2769
,,,,,,,,,,,,,,,,,,,,,,,,,,5.718475,7.327056,542.857,1006.621,14.4104,1647.539,236.5406,942.6881
,,,,,,,,,,,,,,,,,,,,,,,,,,5.720077,7.341475,,1009.094,14.40277,1650.13,235.9931,943.8657
,,,,,,,,,,,,,,,,,,,,,,,,,,5.696044,7.359099,,,14.39323,1645.444,235.6561,952.6973
,,,,,,,,,,,,,,,,,,,,,,,,,,5.680023,7.367111,542.7139,1020.388,14.3856,1649.146,237.3979,951.6031
,,,,,,,,,,,,,,,,,,,,,,,,,,5.664,7.375121,,1015.972,14.37416,1648.517,238.4886,943.7368
,,,,,,,,,,,,,,,,,,,,,,,,,,5.652785,,,1016.953,14.36462,1656.923,237.1277,948.4477
,,,,,,,,,,,,,,,,,,,,,,,,,,5.654388,7.379928,,1018.918,14.37988,1672.054,236.6479,951.0978
,,,,,,,,,,,,,,,,,,,,,,,,,,5.65599,7.381529,,1012.538,14.39133,1676.627,238.0699,947.8589
,,,,,,,,,,,,,,,,,,,,,,,,,,5.664,,,1009.585,14.40468,1679.003,237.5607,947.3529
,,,,,,,,,,,,,,,,,,,,,,,,,,5.662399,7.384735,,1001.907,14.4104,1683.544,237.3397,948.2365
,,,,,,,,,,,,,,,,,,,,,,,,,,5.678421,7.387939,,1001.909,14.41803,1670.739,237.5031,947.6474
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.394348,,1007.371,,1656.528,235.8979,947.3529
,,,,,,,,,,,,,,,,,,,,,,,,,,5.664,7.39595,,1008.355,14.41422,1650.827,235.8966,946.4695
,,,,,,,,,,,,,,,,,,,,,,,,,,5.623946,7.400756,,1013.783,14.41231,1650.188,235.4765,946.7642
,,,,,,,,,,,,,,,,,,,,,,,,,,5.583891,,,1011.808,14.40849,1650.353,235.9655,942.6416
,,,,,,,,,,,,,,,,,,,,,,,,,,5.556654,,542.5708,1011.805,14.39895,1652.26,237.7837,943.9023
,,,,,,,,,,,,,,,,,,,,,,,,,,5.534225,7.402359,,1019.896,14.38751,1646.651,237.0039,945.6691
,,,,,,,,,,,,,,,,,,,,,,,,,,5.494171,7.392745,,1021.606,14.39323,1655.026,238.5365,945.3745
,,,,,,,,,,,,,,,,,,,,,,,,,,5.48616,7.384735,,1014.999,14.39705,1668.486,237.2117,943.9023
,,,,,,,,,,,,,,,,,,,,,,,,,,5.479751,7.373519,,1016.484,14.41422,1677.892,237.4887,943.0187
,,,,,,,,,,,,,,,,,,,,,,,,,,5.48616,7.359099,,1008.612,14.42947,1682.223,236.5435,946.2582
,,,,,,,,,,,,,,,,,,,,,,,,,,5.495773,7.351089,,1006.022,14.44664,1681.15,234.234,946.5526
,,,,,,,,,,,,,,,,,,,,,,,,,,5.510191,7.338272,,1002.302,14.45427,1671.708,234.3593,946.8472
,,,,,,,,,,,,,,,,,,,,,,,,,,5.527815,7.33026,542.7139,1003.298,14.45618,1657.429,235.5659,947.7305
,,,,,,,,,,,,,,,,,,,,,,,,,,5.526214,7.327056,542.5708,1008.627,,1653.258,234.5464,946.9302
,,,,,,,,,,,,,,,,,,,,,,,,,,5.494171,7.323851,,1008.131,,1650.47,236.0853,945.3745
,,,,,,,,,,,,,,,,,,,,,,,,,,5.462127,,542.4277,1012.815,14.44283,1647.145,233.2573,945.6691
,,,,,,,,,,,,,,,,,,,,,,,,,,5.422073,7.320648,542.5708,1019.683,14.43329,1648.335,235.0639,949.2863
,,,,,,,,,,,,,,,,,,,,,,,,,,5.391632,7.315841,542.4277,1022.121,14.42375,1645.949,236.1803,948.6971
,,,,,,,,,,,,,,,,,,,,,,,,,,5.359588,7.306227,,1026.499,14.42184,1651.353,236.212,954.8821
,,,,,,,,,,,,,,,,,,,,,,,,,,5.351577,7.295012,,1025.525,14.43138,1665.868,237.4196,944.2795
,,,,,,,,,,,,,,,,,,,,,,,,,,5.349974,7.27899,,1016.986,14.42566,1678.481,235.4362,945.752
,,,,,,,,,,,,,,,,,,,,,,,,,,5.37561,7.267776,,1018.465,14.45045,1681.525,236.4238,945.835
,,,,,,,,,,,,,,,,,,,,,,,,,,5.391632,7.253356,542.5708,1011.098,14.4619,1686.25,232.5913,944.6568
,,,,,,,,,,,,,,,,,,,,,,,,,,5.422073,7.235733,542.4277,1013.076,14.47525,1667.697,235.3161,945.835
,,,,,,,,,,,,,,,,,,,,,,,,,,5.462127,7.232527,,1013.072,14.46953,1650.026,232.2994,944.5739
,,,,,,,,,,,,,,,,,,,,,,,,,,5.47174,7.230926,,1016.14,14.4619,1647.964,235.2248,945.752
,,,,,,,,,,,,,,,,,,,,,,,,,,5.462127,,,1019.206,,1645.324,234.7353,944.8686
,,,,,,,,,,,,,,,,,,,,,,,,,,5.439697,7.229324,,1020.182,,1648.168,235.1083,944.9515
,,,,,,,,,,,,,,,,,,,,,,,,,,5.407652,,,1020.669,14.45618,1645.352,234.9334,944.8686
,,,,,,,,,,,,,,,,,,,,,,,,,,5.390028,7.230926,,1020.783,14.44855,1641.149,235.1548,945.1631
,,,,,,,,,,,,,,,,,,,,,,,,,,5.382019,7.229324,,1021.884,14.44473,1646.844,232.1032,944.6568
,,,,,,,,,,,,,,,,,,,,,,,,,,5.391632,7.224517,,1021.642,14.44855,1656.97,236.4591,945.4575
,,,,,,,,,,,,,,,,,,,,,,,,,,5.399642,7.218109,,1017.489,14.45999,1667.502,234.821,945.5404
,,,,,,,,,,,,,,,,,,,,,,,,,,5.439697,7.213302,,1016.023,14.47144,1671.87,235.1501,945.835
47.9,16.0,33.0,16.0,30.0,18.0,25.1,15.0,25.0,25.0,16.0,25.0,10.0,25.0,15.0,25.0,10.0,10.0,10.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,5.447707,,,1012.589,14.48479,1677.367,233.9989,946.1297
,,,,,,,,,,,,,,,,,,,,,,,,,,5.479751,7.210097,,1008.649,14.49242,1663.617,234.3799,946.4242
,,,,,,,,,,,,,,,,,,,,,,,,,,5.495773,7.2117,,1010.624,14.49814,1645.56,232.2899,946.7186
,,,,,,,,,,,,,,,,,,,,,,,,,,5.526214,7.210097,,1008.896,,1635.241,233.2596,944.6568
,,,,,,,,,,,,,,,,,,,,,,,,,,5.534225,7.218109,,1010.871,14.47144,1627.625,230.4075,943.1842
,,,,,,,,,,,,,,,,,,,,,,,,,,5.495773,7.229324,,1027.266,14.4886,1625.65,235.0264,950.8422
,,,,,,,,,,,,,,,,,,,,,,,,,,5.478149,7.235733,,1022.638,14.47906,1623.324,233.7727,946.7186
,,,,,,,,,,,,,,,,,,,,,,,,,,5.470137,7.238936,542.2847,1019.699,14.47144,1627.631,232.8459,948.5692
,,,,,,,,,,,,,,,,,,,,,,,,,,5.447707,,542.4277,1012.578,14.46953,1630.517,234.244,943.7733
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.237334,,1019.453,14.47525,1645.444,235.6421,943.2669
,,,,,,,,,,,,,,,,,,,,,,,,,,5.463728,7.235733,,1016.521,14.48288,1662.472,234.1068,942.9724
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.232527,,1015.054,14.49242,1665.266,233.4735,944.4452
,,,,,,,,,,,,,,,,,,,,,,,,,,5.479751,7.229324,,1016.285,14.49623,1664.968,233.6034,945.3289
,,,,,,,,,,,,,,,,,,,,,,,,,,5.495773,,,1013.586,14.50005,1656.695,233.8311,946.2126
,,,,,,,,,,,,,,,,,,,,,,,,,,5.527815,7.229324,,1008.898,,1639.929,234.017,943.2669
,,,,,,,,,,,,,,,,,,,,,,,,,,5.540634,,,1011.611,14.50195,1629.751,233.1889,944.5281
,,,,,,,,,,,,,,,,,,,,,,,,,,5.534225,,542.2847,1020.939,14.49814,1627.987,233.7742,945.0344
,,,,,,,,,,,,,,,,,,,,,,,,,,5.511795,7.238936,542.2847,1020.693,14.49623,1629.86,232.9282,945.7063
,,,,,,,,,,,,,,,,,,,,,,,,,,5.487761,7.240539,,1021.666,14.4886,1628.83,233.8409,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.479751,,,1021.418,14.47906,1632.054,233.7697,951.3038
,,,,,,,,,,,,,,,,,,,,,,,,,,5.470137,7.242141,,1020.923,,1633.792,234.6296,944.2335
,,,,,,,,,,,,,,,,,,,,,,,,,,5.479751,7.238936,,1019.701,,1643.706,233.7831,946.0009
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.235733,,1022.152,14.48669,1658.846,232.0683,943.6441
,,,,,,,,,,,,,,,,,,,,,,,,,,5.481352,7.229324,,1017.757,14.49814,1663.037,233.3726,944.8225
,,,,,,,,,,,,,,,,,,,,,,,,,,5.479751,,,1012.851,14.50767,1666.239,235.428,951.3038
,,,,,,,,,,,,,,,,,,,,,,,,,,5.487761,7.227722,,1009.646,14.5153,1661.195,232.8665,946.2957
,,,,,,,,,,,,,,,,,,,,,,,,,,5.511795,,,1018.011,14.50958,1642.924,234.4508,945.7894
,,,,,,,,,,,,,,,,,,,,,,,,,,5.527815,,,1017.759,14.51149,1631.867,233.9563,943.9388
,,,,,,,,,,,,,,,,,,,,,,,,,,5.510191,7.229324,542.1415,1017.024,14.50386,1628.833,232.0228,944.3165
,,,,,,,,,,,,,,,,,,,,,,,,,,5.487761,7.235733,,1019.224,14.50005,1631.376,233.4791,943.727
,,,,,,,,,,,,,,,,,,,,,,,,,,5.479751,7.238936,,1017.754,14.49242,1630.699,232.8339,944.9055
,,,,,,,,,,,,,,,,,,,,,,,,,,5.462127,,,1022.634,14.47906,1632.294,232.89,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.438095,,,1024.334,14.47144,1630.6,233.9072,944.3165
,,,,,,,,,,,,,,,,,,,,,,,,,,5.425277,7.232527,,1022.632,14.46953,1642.793,234.22,942.5486
,,,,,,,,,,,,,,,,,,,,,,,,,,5.439697,7.226119,,1021.169,14.46381,1657.496,234.982,943.4326
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.227722,,1023.125,14.48479,1664.488,234.2525,945.7894
,,,,,,,,,,,,,,,,,,,,,,,,,,5.463728,7.224517,,1015.794,14.49432,1669.88,234.2949,946.9679
,,,,,,,,,,,,,,,,,,,,,,,,,,5.479751,7.221312,,1013.83,14.49814,1659.586,234.0141,946.3788
,,,,,,,,,,,,,,,,,,,,,,,,,,5.494171,,,1010.379,14.50386,1642.013,233.7226,946.6734
,,,,,,,,,,,,,,,,,,,,,,,,,,5.534225,,,1011.611,14.49814,1634.532,232.9711,946.084
,,,,,,,,,,,,,,,,,,,,,,,,,,5.535827,7.224517,,1013.085,14.49051,1632.206,234.458,942.6313
,,,,,,,,,,,,,,,,,,,,,,,,,,5.526214,7.235733,,1012.835,14.48669,1633.45,234.1695,946.167
,,,,,,,,,,,,,,,,,,,,,,,,,,5.527815,7.245346,,1020.193,14.47525,1630.143,233.778,947.051
,,,,,,,,,,,,,,,,,,,,,,,,,,5.511795,7.246948,,1022.266,14.4619,1632.868,234.7452,945.5778
,,,,,,,,,,,,,,,,,,,,,,,,,,5.526214,,,1023.111,14.45427,1632.386,234.3071,945.3662
,,,,,,,,,,,,,,,,,,,,,,,,,,5.535827,7.250151,,1022.013,,1655.693,233.593,944.3993
,,,,,,,,,,,,,,,,,,,,,,,,,,5.542236,,,1019.329,14.4619,1668.514,233.5257,944.1875
,,,,,,,,,,,,,,,,,,,,,,,,,,5.55986,,,1020.919,14.46953,1672.881,234.7926,944.4822
,,,,,,,,,,,,,,,,,,,,,,,,,,5.56787,7.253356,,1010.367,14.48097,1678.247,234.3247,945.9554
,,,,,,,,,,,,,,,,,,,,,,,,,,5.583891,7.258163,,1012.472,14.48669,1669.781,235.3705,947.429
,,,,,,,,,,,,,,,,,,,,,,,,,,5.606323,7.261366,,1008.147,,1649.132,232.9313,947.1341
,,,,,,,,,,,,,,,,,,,,,,,,,,5.638366,7.267776,,1011.603,,1639.932,233.2888,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.646377,7.275787,,1008.64,14.49242,1641.375,232.4772,945.6609
,,,,,,,,,,,,,,,,,,,,,,,,,,5.638366,7.290205,541.9985,1007.157,14.47716,1641.294,233.5733,943.5981
,,,,,,,,,,,,,,,,,,,,,,,,,,5.606323,7.303024,,1015.043,14.47525,1639.508,232.56,942.2075
,,,,,,,,,,,,,,,,,,,,,,,,,,5.58229,7.309433,542.1415,1015.902,14.4619,1640.356,234.5146,944.8598
,,,,,,,,,,,,,,,,,,,,,,,,,,5.574279,7.312636,541.9985,1019.688,14.45618,1635.682,233.5004,946.6281
,,,,,,,,,,,,,,,,,,,,,,,,,,5.566268,,,1017.856,14.45427,1651.007,233.7198,943.0914
,,,,,,,,,,,,,,,,,,,,,,,,,,5.56787,,542.1415,1016.017,14.45999,1663.521,235.9658,943.4692
,,,,,,,,,,,,,,,,,,,,,,,,,,5.575881,,541.9985,1016.268,14.46953,1671.701,233.4186,947.0059
,,,,,,,,,,,,,,,,,,,,,,,,,,5.58229,,542.1415,1013.573,14.48669,1675.23,232.9124,946.7112
,,,,,,,,,,,,,,,,,,,,,,,,,,5.606323,,,1007.657,14.4886,1673.117,232.6222,946.6281
,,,,,,,,,,,,,,,,,,,,,,,,,,5.622344,,,1010.376,,1655.794,234.5851,947.8068
,,,,,,,,,,,,,,,,,,,,,,,,,,5.639968,7.315841,541.9985,1009.381,14.48479,1642.462,233.6279,943.681
,,,,,,,,,,,,,,,,,,,,,,,,,,5.646377,7.320648,,1007.401,14.48097,1635.633,232.046,945.4492
,,,,,,,,,,,,,,,,,,,,,,,,,,5.623946,7.333465,,1015.785,14.47716,1636.147,233.585,946.7112
,,,,,,,,,,,,,,,,,,,,,,,,,,5.606323,7.338272,,1015.045,14.46953,1633.983,234.8256,946.9227
,,,,,,,,,,,,,,,,,,,,,,,,,,5.598312,,,1016.881,14.45808,1638.43,234.738,946.7112
,,,,,,,,,,,,,,,,,,,,,,,,,,5.599914,,,1018.344,14.44855,1637.017,233.1498,944.0585
,,,,,,,,,,,,,,,,,,,,,,,,,,5.598312,,,1015.767,,1648.36,234.1757,945.2374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.932,14.45427,1663.115,234.2759,944.3533
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.566,14.4619,1669.676,234.9866,947.0059
,,,,,,,,,,,,,,,,,,,,,,,,,,5.606323,7.335066,,1012.339,14.47144,1672.096,234.3071,948.1846
,,,,,,,,,,,,,,,,,,,,,,,,,,5.622344,,,1008.392,14.47906,1669.748,233.8085,947.3005
,,,,,,,,,,,,,,,,,,,,,,,,,,5.646377,,,1005.423,,1656.009,234.017,947.5953
,,,,,,,,,,,,,,,,,,,,,,,,,,5.652785,,,1008.143,14.47334,1641.768,232.7847,947.0059
,,,,,,,,,,,,,,,,,,,,,,,,,,5.660797,7.338272,541.8554,1005.911,14.47144,1636.845,231.8236,943.8468
,,,,,,,,,,,,,,,,,,,,,,,,,,5.639968,7.347885,,1012.83,14.46571,1635.512,233.3956,952.9005
,,,,,,,,,,,,,,,,,,,,,,,,,,5.623946,7.355896,,1012.083,14.45808,1631.525,231.5237,943.1743
,,,,,,,,,,,,,,,,,,,,,,,,,,5.599914,7.357497,,1017.73,14.44664,1636.573,235.4142,946.1215
,,,,,,,,,,,,,,,,,,,,,,,,,,5.598312,7.359099,,1013.552,14.44092,1632.168,233.5391,945.3204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.304,14.44664,1645.021,234.3512,943.8468
,,,,,,,,,,,,,,,,,,,,,,,,,,5.606323,,,1014.537,14.45427,1658.348,233.8429,945.6154
,,,,,,,,,,,,,,,,,,,,,,,,,,5.607924,7.355896,,1013.564,14.46381,1666.446,235.1558,943.5521
,,,,,,,,,,,,,,,,,,,,,,,,,,5.606323,7.354293,,1013.324,14.47525,1668.2,235.4907,947.0891
,,,,,,,,,,,,,,,,,,,,,,,,,,,7.355896,,1006.662,14.48288,1668.337,233.2651,948.3513
,,,,,,,,,,,,,,,,,,,,,,,,,,5.636763,,,1006.421,14.49242,1653.848,235.0195,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.647978,,,1004.929,14.48288,1643.425,230.6617,944.2244
,,,,,,,,,,,,,,,,,,,,,,,,,,5.646377,7.359099,,1011.854,14.47906,1639.902,233.0104,950.1201
,,,,,,,,,,,,,,,,,,,,,,,,,,5.614334,7.367111,,1011.85,,1640.522,233.4599,949.8253
,,,,,,,,,,,,,,,,,,,,,,,,,,5.583891,7.370314,541.7123,1017.991,14.47334,1638.891,232.3634,948.6461
,,,,,,,,,,,,,,,,,,,,,,,,,,5.558258,,,1019.453,14.46571,1639.705,233.5331,948.0566
,,,,,,,,,,,,,,,,,,,,,,,,,,5.534225,,,1020.181,14.4619,1636.372,233.3773,946.2878
,,,,,,,,,,,,,,,,,,,,,,,,,,5.494171,,,1018.713,14.45999,1646.903,233.9205,
,,,,,,,,,,,,,,,,,,,,,,,,,,5.495773,7.360702,,1017.002,14.4619,1661.345,231.9938,942.4558
,,,,,,,,,,,,,,,,,,,,,,,,,,5.511795,7.349487,,1013.573,14.47716,1670.17,233.8762,948.4346
,,,,,,,,,,,,,,,,,,,,,,,,,,5.527815,7.347885,,1010.377,14.49242,1671.487,233.9291,949.2357
,,,,,,,,,,,,,,,,,,,,,,,,,,5.534225,7.341475,,1010.873,14.49814,1657.977,232.891,948.7294
